position,link,title,source,date,snippet,thumbnail
5,https://www.reuters.com/world/americas/canada-mexico-not-subject-new-global-rates-while-fentanyl-border-order-place-2025-04-02/,"Canada, Mexico not subject to new global rates as fentanyl tariff still in place",Reuters,"Apr 2, 2025",Mexico and Canada avoided fresh tariffs on Wednesday with President Donald Trump exempting the United States' top trading partners from his new 10% global...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4526708462964a933e649feb5c56339a7628d4ebd38fe016b6.jpeg
6,https://www.cnn.com/2025/04/03/business/trumps-reciprocal-tariffs-countries-list-dg,These are the hardest-hit US trading partners under Trump’s tariffs,CNN,"Apr 4, 2025","China is levied with a 34% rate, which is additional to the existing 20% duties on all Chinese imports to the United States, while the European Union gets 20%.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4536d6f535036319f02c201921962e2f18233528d325a43603.png
7,https://www.nbcnews.com/business/economy/goods-imported-china-are-now-facing-54-tariffs-rate-rcna199401,Goods imported from China now face a 54% tariff rate — and possibly higher,NBC News,"Apr 2, 2025","Goods imported from China now face a 54% tariff rate — and possibly higher. China, one of the largest U.S. trading partners, faces fresh duties of 34% on top of...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45f73554fbb192d2da88d869832975dda07f7674ba8f5f4306.jpeg
8,https://www.cnn.com/2025/04/22/business/trump-china-trade-war-reduction-hnk-intl,"Trump says China tariffs will ‘come down substantially,’ hinting at potential U-turn",CNN,"Apr 22, 2025","So far, China has struck a defiant tone and refused to back down. Instead, it retaliated by raising tariffs on US goods to 125%, adding more American companies...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45bdd3911b59debe904bde2113faa2d8efe97bc120b8f1f62e.jpeg
9,https://www.cnbc.com/2025/04/09/trump-announces-90-day-tariff-pause-for-at-least-some-countries.html,"Trump temporarily drops tariffs to 10% for most countries, hits China harder with 125%",CNBC,"Apr 9, 2025",President Donald Trump on Wednesday dropped new tariff rates on imports from most U.S. trade partners to 10% for 90 days to allow trade negotiations with those...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45fffa8bbf209dcf31ee229093ffaabdb3d14e2c1e9f35885d.jpeg
10,https://www.cnn.com/2025/04/13/business/tariffs-economy-trump-china,"Trump official says tariff exemptions on tech are temporary. Elizabeth Warren calls trade war ‘red light, green light’ game",CNN,"Apr 13, 2025","the Trump administration's decision on Friday to exempt electronic devices — like smartphones, iPhones and laptops — from tariffs was only a temporary reprieve...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45c7b865fa7f14ec54e4206f92db652dfe08285eda109956e5.jpeg
11,https://finance.yahoo.com/news/how-trump-came-up-with-his-reciprocal-tariff-formula-145530164.html,How Trump came up with his 'reciprocal' tariff formula,Yahoo Finance,"Apr 3, 2025",Trump's trade representative explained that methodology for tariffs was a formula that — at its core — calculated a ratio based on any given country's trade...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45f0416ccdf9ee905cebf93501c19145953df41dd37f758bc1.png
12,https://www.cnn.com/2025/04/12/tech/trump-electronics-china-tariffs,Smartphones and computers are now exempt from Trump’s latest tariffs,CNN,"Apr 12, 2025","Smartphones, computer monitors and various electronic parts are among the exempted products. The exemption applies to products entering the United States or...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45368cce1a9ceab7fc93b68003b2a1cf29fe83c170605bd463.jpeg
13,https://www.forbes.com/sites/mollybohannon/2025/04/02/heres-the-full-list-of-trumps-reciprocal-tariffs-announced-wednesday/,Here’s The Full List Of Trump’s ‘Liberation Day’ Tariffs,Forbes,"Apr 2, 2025","In his first three months, Trump announced a 25% tariff on auto imports, an additional 10% tariff on Chinese imports, a 25% tariff on steel and aluminum imports...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45a36e716c481839fce9c52317c1630aa7537473c2eae01bb4.jpeg
14,https://www.pbs.org/newshour/politics/china-hits-back-with-34-percent-tariff-on-u-s-imports-as-world-weighs-how-to-deal-with-trumps-hikes,China hits back with 34 percent tariff on U.S. imports as world weighs how to deal with Trump’s hikes,PBS,"Apr 4, 2025",China responded to the 34% tariffs imposed by the U.S. on imports from China by announcing it will impose a 34% tariff on imports of all U.S. products beginning...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d453443cf9b9f2b567997f75218926ceb855cee7375732deed8.jpeg
15,https://apnews.com/article/trump-reciprocal-tariffs-higher-rates-china-9645cf4608a8c153e90bdd10263ccb01,"Trump pauses steeper tariffs for most countries, while hiking levies on China. What we know",AP News,"Apr 9, 2025",President Donald Trump on Wednesday abruptly backed down on his tariffs on most nations for 90 days but raised his tax rate on Chinese imports to 125%.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45ad1cdf9c8c2178a8e6df8bb80a469937112f94573b08c89c.jpeg
16,https://www.newyorker.com/magazine/2025/04/21/what-the-world-learned-from-donald-trumps-tariff-week,What the World Learned from Donald Trump’s Tariff Week,The New Yorker,"Apr 12, 2025","The danger behind the President's posturing is that, by so emphatically insisting on America's indispensability, he may be undermining it.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45cba3d4c305d7d5668304edbca4350a0796301c01781832b4.jpeg
17,https://www.cbsnews.com/news/trump-tariffs-china-50-percent-tariff-retaliatory/,Trump threatens to impose an additional 50% tariff on China,CBS News,"Apr 8, 2025","He added, ""Therefore, if China does not withdraw its 34% increase above their already long term trading abuses by tomorrow, April 8th, 2025, the United States...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45bc199915a2cc74f6bf708ee5f0ca72d84e379ed127ef2ce7.jpeg
18,https://www.cnn.com/2025/04/29/business/white-house-calls-report-that-amazon-is-adding-a-tariff-charge-a-hostile-action,A ‘p*ssed’ Trump called Jeff Bezos after learning Amazon considered breaking out a tariff charge,CNN,"Apr 29, 2025",Trump called Bezos to complain about reports that Amazon was considering displaying the cost of US tariffs next to prices for certain products on the company's...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b0dff55f917b4c69cbfa7d637a70b579b66449b8eb81f55b.jpeg
19,https://abcnews.go.com/Politics/trumps-sweeping-new-tariff-plan/story?id=120425851,What's in Trump's sweeping new tariff plan?,ABC News,"Apr 2, 2025","Plan includes baseline tariff, plus higher rates for some countries. The new tariffs feature two key policies: A uniform 10% tariff for all imports and ""...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d458c7af032f0ad5d3100b9d9bb9c766f2ea11cdba2af3a4a1e.jpeg
20,https://www.factcheck.org/2025/04/trump-expands-on-dubious-daily-tariff-revenue-claim/,Trump Expands on Dubious Daily Tariff Revenue Claim,FactCheck.org,"Apr 17, 2025",Trump Expands on Dubious Daily Tariff Revenue Claim ... President Donald Trump has added to his unsupported claim that the U.S. is making “$2 billion a day” from...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45779f15aea35377bf4ee6732985ee31db543b1cd2def58464.jpeg
21,https://www.aljazeera.com/economy/2025/4/29/amazon-allegedly-mulls-displaying-trump-tariff-costs-report,Amazon allegedly mulls displaying Trump tariff costs: Report,Al Jazeera,"Apr 29, 2025","Amazon may soon show how much tariffs imposed by US President Donald Trump will cost consumers who shop on the company's platform, according to new reporting...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45826f7be43fcbea71fb5299c6ef2e7dc38e1d0acaf743669c.jpeg
22,https://www.reuters.com/world/americas/us-tariffs-mexico-canada-unaffected-by-90-day-pause-white-house-official-says-2025-04-09/,"US tariffs on Mexico and Canada unaffected by 90-day pause, White House official says",Reuters,"Apr 9, 2025",The US tariffs on goods imported from Mexico and Canada will not be affected by the 90-day pause on tariffs announced by President Donald Trump on Wednesday.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d458336d92e4a891a6436a3c1b6edc3a92c266c7881ffe98a91.jpeg
23,https://www.morganstanley.com/articles/trump-liberation-day-tariff-announcement,Trump Tariffs: What’s Next for Investors?,Morgan Stanley,"Apr 3, 2025","The Trump administration this week announced a 10% universal tariff (effective April 5), more than tripling the current effective rate of 3%.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45ac45a8ef24449dfe5353e7b8345cb4495e119ea333c5a691.jpeg
24,https://www.bbc.com/news/articles/c1jxrnl9xe2o,"Donald Trump's tariffs on China, EU and more, at a glance",BBC,"Apr 8, 2025","At a glance: Trump's tariffs on China, EU and rest of the world · 10% baseline tariff · Custom tariffs for 'worst offenders' · Tit-for-tat tariffs with China.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45200ca0e2b10e47be76bea8dfd663c7adcae6b0d705db71da.jpeg
25,https://www.axios.com/2025/04/02/trump-tariffs-russia-ukraine-ceasefire,Trump's tariffs list is missing one big country: Russia,Axios,"Apr 2, 2025","Trump's tariffs list is missing one big country: Russia ... President Trump unveiled tariffs of at least 10% Wednesday on virtually the entire world, with one...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4517caabfdd865a8e0fd5ff1187233050d4086e7d08ab656f0.jpeg
26,https://www.wsj.com/economy/trade/what-to-know-about-trumps-latest-tariff-policy-moves-8d9f8b37?gaa_at=eafs&gaa_n=ASWzDAiVVzI4C9eaykHv3uad_uJYehQQgnvISehc5GLYJdzp0T02QA_00ONI&gaa_ts=688ca864&gaa_sig=kf23i5Yrtx82b1-SQv9sCTCzzwfhm7k3eehCwZVvt1ysatEaO-C039GNDJHO5_9LfOuuPKjhLs1kvLeeCH7X5w%3D%3D,What to Know About Trump’s Latest Tariffs,The Wall Street Journal,"Apr 16, 2025","Trump's second-term tariffs on many Chinese products now total 145%, while China's tariffs on US goods rose to 125% on April 12.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b1f5d067ba14d8b4671efe5bdd88f925bbd6a5e128cf2214.jpeg
27,https://www.blackrock.com/us/financial-professionals/insights/tariffs-and-investment-portfolios,Tariff uncertainty: Impacts on markets and portfolios,www.blackrock.com,"Apr 14, 2025","A 20% effective tariff increase could have a 2-to-2.5% downward impact on growth: higher goods prices reduce activity, the negative “wealth effect” could drive...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45aab8f0541f53db0442fc153fe2a9a80ba86252961b95bfec.jpeg
28,https://www.cbsnews.com/live-updates/trump-liberation-day-announcement-tariffs/,"Key moments and reaction to Trump's ""Liberation Day"" announcement of new tariffs",CBS News,"Apr 2, 2025","President Trump on Wednesday announced so-called reciprocal tariffs on imports from about 90 nations, in addition to a 10% across-the-board tariff applied to...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4500352487593bc69051b745204070fda45715556095e762a6.jpeg
29,https://www.newsweek.com/trump-reciprocal-tariff-chart-2054514,Trump Tariff Chart: Full List of Countries Hit With 'Reciprocal' Tariffs,Newsweek,"Apr 2, 2025","According to a chart Trump held up, the U.S. will impose a 34 percent tariff on Chinese imports; 20 percent on goods from the European Union; 25 percent on...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45f87bcebdf46d6022031bf21761db65a9611f4e00c3c20fa6.jpeg
30,https://www.cbsnews.com/news/china-tariffs-84-percent-retaliatory-tariff-us-products-trump-104/,"China hikes tariffs on U.S. goods to 84%, as EU also retaliates against Trump tariffs",CBS News,"Apr 9, 2025","Trump's April 2 decision to levy so-called ""reciprocal tariffs"" on almost every nation. In response to that announcement, China said it would counter by placing...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d457ae2c86d3bb296faa0874dbc85c4ba520c146a290822a4a2.jpeg
31,https://www.economist.com/leaders/2025/04/03/president-trumps-mindless-tariffs-will-cause-economic-havoc,President Trump’s mindless tariffs will cause economic havoc,The Economist,"Apr 3, 2025","Donald Trump announced the biggest break in America's trade policy in over a century—and committed the most profound, harmful and unnecessary economic error in...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d453ecb85216dced8af1b89c60dd8310afa8d1aae6ced2c5a07.jpeg
32,https://www.cnn.com/2025/04/03/economy/reciprocal-tariff-math,This is the dubious way Trump calculated his ‘reciprocal’ tariffs,CNN,"Apr 3, 2025",The Trump administration used quite a simple calculation: the country's trade deficit divided by its exports to the United States times 1/2.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4545f5af666c7b6d3bad516a2ee7487be77dfd493701090f67.jpeg
33,https://www.bbc.com/news/articles/c209x48ndjpo,Trump had five tariff goals - has he achieved any of them?,BBC,"Apr 10, 2025",Is Trump any closer to realising his goals on trade? Here's a quick look at five of his key ambitions and where they now stand.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d459708f2634a69d9e0a0c47f34c424287960c19d6ef816255b.jpeg
34,https://apnews.com/article/china-us-trump-tariffs-2e05057e973e1e26d1b95c5be003b4cd,China hits back at US and will raise tariffs on American goods from 84% to 125%,AP News,"Apr 11, 2025",China hits back at US and will raise tariffs on American goods from 84% to 125% ... China announced Friday that it will raise tariffs on U.S. goods from 84% to...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45810e91572fa0b19a0db4240f3538ba513d574bff856e8ab9.jpeg
35,https://www.vietnam-briefing.com/news/understanding-the-us-tariff-list-implications-for-vietnam.html/,Understanding the US Tariff List: Implications for Vietnam,Vietnam Briefing,"Apr 3, 2025","The US plans to impose an exceptionally high reciprocal tariff rate of 46 percent on imports from Vietnam, which is scheduled to take effect on April 9.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45c8779bf02ac89f7a0b64c68e4b7a19f746e115078f412134.jpeg
36,https://www.nytimes.com/2025/04/02/business/economy/trump-tariffs-chart.html,Trump Tariffs: See Which Countries Have the Highest Rates,The New York Times,"Apr 4, 2025",–$4 bil. ... –$3 bil. ... –$2 bil. ... –$1 bil. ... –$3 bil. ... –$1 bil. ... –$1 bil. ... –$1 bil. ... –$907 mil. ... –$610 mil. ... –$427 mil. ... –$615 mil. ... –$759 mil. ... –$678...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45ecde0b3045eb4a03af7eb56518de898af2a61e2bc1f1a253.png
37,https://www.whitehouse.gov/presidential-actions/2025/04/clarification-of-exceptions-under-executive-order-14257-of-april-2-2025-as-amended/,"Clarification of Exceptions Under Executive Order 14257 of April 2, 2025, as Amended",The White House (.gov),"Apr 11, 2025",MEMORANDUM FOR THE SECRETARY OF STATE THE SECRETARY OF THE TREASURY THE SECRETARY OF COMMERCE THE SECRETARY OF HOMELAND SECURITY THE UNITED STATES TRADE.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d456e2f56502f92cb3ad4a2d56cf0ad2ea38eb767c54478f916.png
38,https://apnews.com/article/tariffs-consumer-impact-workers-prices-ba862da51b51ae1afdfae08bf02c2449,How Trump’s latest tariffs could affect your wallet,AP News,"Apr 4, 2025",Steeper tariffs mean you'll likely see higher prices from the grocery aisle to your next car repair.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d458f4c1266cdee3cb96e88e60df8f7218471cbb10865b1fd05.jpeg
39,https://www.cnn.com/2025/04/03/business/what-the-auto-tariffs-mean-to-you,Auto tariffs are now in effect. What it means for America - and you,CNN,"Apr 3, 2025",The Trump administration placed tariffs of 25% on all cars shipped to America from other countries. Those imports account for nearly half of the 16 million new...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45f8a4e6fe92178274829083e9b133bf2e34037ee88c9bc441.jpeg
40,https://www.reuters.com/world/china-impose-tariffs-34-all-us-goods-april-10-2025-04-04/,"China strikes back at Trump with own tariffs, export curbs",Reuters,"Apr 4, 2025",China on Friday struck back at the US tariffs imposed by President Donald Trump with a slew of countermeasures including extra levies of 34% on all US goods...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45d8004c6426e42a82122be8f1a33348a0adad4291ec87bb22.jpeg
41,https://abcnews.go.com/Politics/trust-president-trump-white-house-defending-tariffs-amid/story?id=120449641,Trump says 'it’s going very well' after tariffs roil markets,ABC News,"Apr 3, 2025","President Donald Trump defended his tariffs on Thursday, saying the economy and stock market will ""boom.""",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d453d68bb0670e57c3063d338f24a9d4565d7f476b13947e342.jpeg
42,https://time.com/7276234/trump-tariff-insider-trading-schiff/,Schiff Wants Tariff-Pause Investigation Over Insider Trading,Time Magazine,"Apr 10, 2025",Schiff is the first Senator to openly call for a congressional investigation into potential insider trading by the Trump Administration in the aftermath of the...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4561901078fb747b497e1843d729d953889614c40d1bff4fcb.jpeg
43,https://www.politico.com/news/2025/04/10/california-trump-tariff-risks-00283770,‘Really bad’ — California braces for a tariff reckoning,Politico,"Apr 10, 2025","'Really bad' — California braces for a tariff reckoning · Newsom is pressing ahead with a plan to shield the state by fortifying its own trade ties, a tricky...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45105a058cb8c6b938e27935e78df0346eeed1850a354def6f.jpeg
44,https://edition.cnn.com/2025/04/09/business/recession-effects-trump-reciprocal-tariffs-hnk-intl/index.html,Trump’s massive ‘reciprocal’ tariffs upend global trade,CNN,"Apr 9, 2025","When Trump's first term ended, the US charged an average tariff rate of 19.3% on Chinese goods, according to a Peterson Institute for International Economics...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4506c7eed4bc4bac5c38af30d040ac6a24d4115c9f4099aae7.jpeg
45,https://apnews.com/article/europe-trump-tariffs-retaliation-trade-eu-vdl-ad6cde9920b6336789b9e2e9935c69fb,"EU pauses tariff retaliation for 90 days to match Trump move, holding out hope for talks",AP News,"Apr 10, 2025",The European Union's executive commission says it will put on hold for 90 days its retaliation measures against new U.S. tariffs to match President Donald...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d457889d77ebdb42f186d9f52d59920af4e2ca496b5ffa584eb.jpeg
46,https://www.cnbc.com/2025/04/02/trump-reciprocal-tariffs-countries-chart-imports-united-states.html,See Trump's list: More than 180 countries and territories facing reciprocal tariffs,CNBC,"Apr 2, 2025","See Trump's list: More than 180 countries and territories facing reciprocal tariffs · President Donald Trump and the White House revealed a list of U.S. ""...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d452982e92d826cfe3753d2a3d5a918592a1029c6332f92dbd1.jpeg
47,https://www.cnn.com/2025/04/05/business/musk-tariffs-us-europe,Elon Musk hopes for ‘zero-tariff situation’ between US and EU,CNN,"Apr 5, 2025",Musk's comments come after President Donald Trump on Wednesday announced 20% tariffs on goods from the European Union. In an exchange Saturday on his social...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45520bf6593d8e7fd9b36e4f769277314b76eef85ef8ebcc9f.jpeg
48,https://www.aljazeera.com/news/2025/4/3/trump-imposes-50-tariff-on-africas-lesotho-the-highest-among-nations,"Trump imposes 50% tariff on Africa’s Lesotho, the highest among nations",Al Jazeera,"Apr 3, 2025","Trump imposes 50% tariff on Africa's Lesotho, the highest among nations. The move deals a harsh blow to the small, impoverished state, which Trump mocked as a...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45d593acef114d5988aaca7b33f6988e7c43de719f1d1de8ab.jpeg
49,https://www.theguardian.com/us-news/2025/apr/09/trump-tariffs-list-pause,Full list of Trump’s tariffs: a country-by-country look after the 90-day pause,The Guardian,"Apr 9, 2025",Full list of Trump's tariffs: a country-by-country look after the 90-day pause ... Donald Trump announced a 90-day pause on tariffs for most countries except...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45fe101dc7e8a621a0195989a605127bf390f33e93e79b1966.jpeg
50,https://www.wsj.com/business/company-earnings-tariffs-outlooks-2025-2ff68cd7?gaa_at=eafs&gaa_n=ASWzDAiwQdDjKnLFg-ces6kZvUsoBtO0GQNwdW4PYkg_ZVjhgvQserGVvsZK&gaa_ts=688ca864&gaa_sig=v6-v_-RNRaxr4vuODdT5cIdwkM5uKGKaHRmr_IHOpeow0zzX9s_Vv0b5VoJkfG0vGsWoD6ykLfSH6TcjJ3H2ug%3D%3D,Corporate Giants Shred Outlooks Over Tariff Uncertainty,The Wall Street Journal,"Apr 24, 2025",Major U.S. CEOs warn that constantly changing tariffs is spooking consumers and making business planning virtually impossible. Several companies considered...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45a9618648e0313d065a5c34c97ab06e1b9fa181dbc1f865e4.jpeg
51,https://www2.deloitte.com/us/en/insights/economy/spotlight/united-states-tariffs-impact-economy.html,Tariffs will impact the economy … and so will uncertainty,Deloitte,"Apr 11, 2025","The April 2025 Economics Insider highlights how the newly announced US tariffs will likely impact inflation and growth, with uncertainty also weighing on...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d458b8a91c6ed85b96570e05bdade6f3ce28f71ec6a91c4f6e9.png
52,https://www.npr.org/2025/04/09/nx-s1-5355661/tariffs-history-meaning,Word of the Week: Trump calls tariffs 'the most beautiful word.' Here's its history,NPR,"Apr 9, 2025","""Tariff"" literally means ""a schedule of duties imposed by a government on imported or in some countries exported goods,"" or the ""duty or rate of duty imposed...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45ccd459c413415209b2fd4d7148e371722e0546d1340f0080.jpeg
53,https://abcnews.go.com/US/live-updates/trump-tariffs-live-updates-us-stronger-despite-market/?id=120551033,Trump will explain tariffs on electronics on Monday,ABC News,"Apr 14, 2025","U.S. Customs and Border Protection announced late Friday that some smartphones, computers, chips and other electronics would be exempted from tariffs, but...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d451d52e59d373c17147dc55afabc78793191a4a23a86a5beb3.jpeg
54,https://www.cnn.com/2025/04/09/politics/china-trump-tariffs-trade-war,Trump’s tariff onslaught against China escalates a battle the US may not be able to win,CNN,"Apr 9, 2025","Pain is coming for American consumers. China has been the top foreign supplier of goods to the US, accounting for up to 16% of total imports in recent years.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d451d7b9c9596049c0b4d36fbcd3b402dd3d4fe9585febdcb89.jpeg
55,https://www.nytimes.com/2025/04/10/dining/drinks/wine-tariffs.html,"Your Tariff Questions About Wine, Answered",The New York Times,"Apr 10, 2025","The tariffs will drive up the cost of imported wines. By how much? It depends on who absorbs the tariff penalty. In some cases, each party in the chain from...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b1a9187c2d4077db81478b7ee3afdb4e5ca237c817529688.jpeg
56,https://www.cnn.com/2025/04/04/politics/trump-tariffs-markets-blowback,Inside Trump’s defiant response to the markets’ tariff meltdown,CNN,"Apr 4, 2025","“China played it wrong, they panicked - the one thing they cannot afford to do!” Trump posted on truth social after Beijing unveiled 34% retaliatory tariffs on...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45f3848fc077691d4a41d10fa328767040e8f5398695676bc5.jpeg
57,https://hbr.org/2025/04/understanding-the-global-macroeconomic-impacts-of-trumps-tariffs,Understanding the Global Macroeconomic Impacts of Trump’s Tariffs,Harvard Business Review,"Apr 10, 2025","President Trump followed through on campaign promises to steeply hike tariffs on US trading partners, taking the average effective tariff rate to around 23%.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45fa486aae4a788ca5ef734f90d598340386470bf01ae6eb2b.jpeg
58,https://apnews.com/article/trump-tariffs-time-china-switzerland-660aa519e9059de7d81368ec4eef4b38,"Trump keeps contradicting himself on tariffs, making a fragile world economy nervous",AP News,"Apr 25, 2025",President Donald Trump can't stop contradicting himself on his own tariff plans. He says he's on a path to cut several new trade deals in a few weeks.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45754a6f5a776703f1b7aa63effd2765b1d0546486e69c05a7.jpeg
59,https://www.bbc.com/news/articles/c93gq72n7y1o,How were Donald Trump's tariffs calculated?,BBC,"Apr 3, 2025",How were Donald Trump's tariffs calculated? · EPA Donald Trump raises his fist at the announcement of new tariffs. · White House A screen grab of the formula...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d453a9fb69ba64a18ce11a97ec7a8712680b3ab12b63f2d6e6a.jpeg
60,https://www.reuters.com/world/us/trump-tariff-gamble-brings-political-risk-2025-04-03/,"For Trump, tariff gamble brings political risk",Reuters,"Apr 3, 2025",President Donald Trump's Wednesday unveiling of reciprocal tariffs could cause political headwinds for his party and economic pain for his constituents.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45f62d518590999f52bebbbcffca70279529fdd20c322948e8.jpeg
61,https://www.nytimes.com/2025/04/09/opinion/trump-tariffs-rationale-power.html,Opinion | The Tariff Saga Is About One Thing,The New York Times,"Apr 9, 2025","The fundamental truth of Donald Trump is that he apparently cannot conceive of any relationship between individuals, peoples or states as anything other than a...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4565d9ddf12dcd9875e6cb1ebd52f9f7fce47d65914606dcd8.jpeg
62,https://www.theguardian.com/us-news/2025/apr/11/macron-speaks-of-90-days-of-uncertainty-as-trump-tariffs-spark-further-losses,China raises US tariffs to 125% as Xi invites EU to team up against Trump ‘bullying’,The Guardian,"Apr 11, 2025",China raises US tariffs to 125% as Xi invites EU to team up against Trump 'bullying' ... China has raised its tariffs on US products to 125% in the latest salvo...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d450381b56414c97caad4118b582b72dd13a415c9f5c881e2f9.jpeg
63,https://www.npr.org/2025/04/10/g-s1-59342/global-markets-react-trump-tariffs-pause,U.S. stocks slump again as euphoria over Trump's tariff pause fades,NPR,"Apr 10, 2025","Trump says he will pause tariff hikes for 90 days, but not for China. The Dow Jones Industrial Average ended down 2.5% after surging close to 8% on Wednesday.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4587e1c826fba519f739bc5fa88d9a41f0d6d0c324548a92fe.jpeg
64,https://www.aljazeera.com/economy/2025/4/11/trumps-tariffs-a-simple-illustrated-guide-to-15-economic-terms-to-know,Trump’s tariffs: A simple illustrated guide to 15 economic terms to know,Al Jazeera,"Apr 11, 2025","From trade wars to stock market drops, this article explains, in simple terms with illustrations, what these key terms mean.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b838c919efa3071ed89d38c0b4ebc0edc7afb681eafcdd37.jpeg
